_id,age,Aggregated_Date,BMNH,By Catch,CBRU,Comb_other_ref,Comment,Common Name ,Condition,Count,Country Code,County,Date,Day_val,Entered,Fam_Genus,GRef Source,Grid ref,in Collections,JBaker,Latitude,Length Approx,Length et,Length Imp,Length Imp_,Length_Approx,Length_Met,lett,Location,Longitude,Mass_Single,MCS,Month_val,Old County,Other,Other refs,Rect_CoNAord_,Rep_Source,S_W_No,S_W_No_,Scientific Name ,Scientific name ,sequ,Sex,Spec_No,Spec_No_,species,Updated,year,Year_val
6158,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3665,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,899,,acutus,23-Dec-08,1929,1929
6159,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3666,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,900,,acutus,23-Dec-08,1929,1929
6165,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3672,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,906,,acutus,23-Dec-08,1929,1929
6168,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3675,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,909,,acutus,23-Dec-08,1929,1929
6179,NA,19290000,ZK0120,NA,NA,NA,Cuvier's Beaked Whale,Cuvier's Beaked whale,NA,576,5,"Kerry, EIRE",NA,0,02-Nov-90,Ziphius,*NA,NA,NA,NA,51.9311,NA,NA,NA,,,,NA,"Rossbeag, 20 miles N. of Valentia Is.",-10.3415,S,ZK0120,0,S.Ireland,NA,NA,NA,NA,1929/31,,Ziphius cavirostris,,31,NA,920,,cavirostris,23-Dec-08,1929,1929
6183,NA,19291203,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,16,2,"Aberdeen, Scotland",03/12/1929,3,02-Nov-90,Lagenorhynchus,NA,NK963436,NA,NA,57.4732,NA,NA,NA,,,,NA,"Buchan Ness, caught 150 miles E. of",-0.3957,S,ZK0058,12,NA,NA,NA,NA,NA,1929/35,,Lagenorhynchus acutus,,35,F,924,,acutus,23-Dec-08,1929,1929
6187,NA,19300128,ZK0079,NA,NA,NA,Long-finned Pilot Whale,Long-finned pilot whale,NA,1134,5,"Wexford, EIRE",28/01/1930,28,02-Nov-90,Globicephala,*NA,NA,NA,NA,52.4548,No,3.63,11'11'',,,,NA,"Ballyvaldon, Wexford",-6.293,S,ZK0079,1,S.Ireland,NA,NA,NA,NA,1930/3,,Globicephala melas,,3,F,928,,melaena,23-Dec-08,1930,1930
6194,NA,19300425,ZK0127,NA,NA,NA,Unidentified Odontocetes,Unknown odontocete  ,NA,1629,1,Cornwall,25/04/1930,25,02-Nov-90,odontocete,NA,SW798233,NA,NA,50.0691,Yes,1.52,5',,,,NA,"Porthallow, St Keverne",-5.0784,S,ZK0040,4,NA,NA,NA,NA,NA,1930/10,,Unknown odontocete ,,10,NA,935,,sp.indet.,23-Dec-08,1930,1930
6197,NA,19300512,ZK0074,NA,NA,NA,Risso's Dolphin,Risso's dolphin,NA,997,5,"Wexford, EIRE",12/05/1930,12,02-Nov-90,Grampus,*NA,NA,NA,NA,52.3164,No,2.74,9',,,,NA,Wexford,-6.37,S,ZK0074,5,S.Ireland,NA,NA,NA,NA,1930/13,,Grampus griseus,,13,NA,938,,griseus,23-Dec-08,1930,1930
6203,NA,19300712,ZK0053,NA,NA,NA,Bottle-nosed Dolphin,Bottlenose dolphin,NA,2692,1,Cornwall,12/07/1930,12,02-Nov-90,Tursiops,BMNH,SW81006200,NA,NA,50.41636906,No,3.05,10',,,,NA,Newquay,-5.083074147,S,ZK0053,7,NA,NA,NA,18100006200,NA,1930/19,,Tursiops truncatus,,19,NA,944,,truncatus,23-Dec-08,1930,1930
6204,NA,19300726,ZK0048,NA,NA,NA,Common dolphin,Common dolphin,NA,754,1,Cornwall,26/07/1930,26,02-Nov-90,Delphinus,NA,SW515304,NA,NA,50.122,No,2.13,7'0'',,,,NA,Marazion,-5.4777,S,ZK0048,7,NA,NA,NA,NA,NA,1930/20,,Delphinus delphis,,20,M,945,,delphis,23-Dec-08,1930,1930
6205,NA,19300729,ZK0125,NA,NA,NA,Bottle-nosed Whale,Bottlenose whale,NA,248,1,Yorkshire,29/07/1930,29,02-Nov-90,Hyperoodon,NA,TA417162,NA,NA,53.6233,No,6.1,20',,,,NA,Kilnsea,0.1424,S,ZK0125,7,NA,NA,NA,NA,NA,1930/21,,Hyperoodon ampullatus,,21,NA,946,,ampullatus,23-Dec-08,1930,1930
6210,NA,19301227,ZK0120,NA,NA,NA,"a)Skull in Edinburgh, National Museums of Scotland NMSZ 1931.027      b)1st recorded as Mesoplodon mirum from 'Geirnish, 1st week of Jan    1931' Stephen 1931 Scott.nat. 1931:37-39; Gierinish? = W.Gerinish?    c)to Z.cavirostris: McCann 1964; Moore 1968; Kitchener & Herman 1995  d)from this record, M.mirus/mirum now NOT known from Great Britain    but is known from Ireland and France",Cuvier's Beaked whale,NA,5951,2,"Western Isles, Scotland",27/12/1930,27,15-Jun-95,Ziphius,BMNH,NF75154200,NA,NA,57.35250662,No,5.33,17'6'',,,,NA,"W.Gerinish, S.Uist",-7.402535162,S,ZK0120,12,NA,NA,NA,7515084200,NA,1930/27,,Ziphius cavirostris,,27,F,951,,cavirostris,23-Dec-08,1930,1930
6218,NA,19310409,ZK0059?,NA,NA,NA,White-beaked Dolphin,White-beaked dolphin,NA,105,1,Northumberland,09/04/1931,9,02-Nov-90,Lagenorhynchus,NA,NU007534,NA,NA,55.7743,No,1.71,5'7.5'',,,,NA,Berwick on Tweed,-1.9896,S,ZK0059?,4,NA,NA,NA,NA,NA,1931/10,,Lagenorhynchus albirostris,,10,F,959,,albirostris?,23-Dec-08,1931,1931
6231,NA,19310816,ZK0127,NA,NA,NA,Unidentified Odontocetes,Unknown odontocete  ,decayed,1643,1,Northumberland,16/08/1931,16,02-Nov-90,odontocete,NA,NZ322816,NA,NA,55.1281,No,1.52,5',,,,NA,Blyth,-1.4961,S,ZK0040,8,NA,NA,NA,NA,NA,1931/23,,Unknown odontocete ,,23,NA,972,,sp.indet.,23-Dec-08,1931,1931
6237,NA,19310827,ZK0125,NA,NA,NA,Bottle-nosed Whale,Bottlenose whale,NA,249,5,"Galway, EIRE",27/08/1931,27,02-Nov-90,Hyperoodon,*NA,NA,NA,NA,53.1297,No,7.01,23',,,,NA,"Kilronan, Aran Island",-9.6585,M,ZK0125,8,S.Ireland,NA,NA,NA,NA,1931/29,,Hyperoodon ampullatus,,29,F,978,,ampullatus,23-Dec-08,1931,1931
6245,NA,19310902,ZK0048,NA,NA,NA,Common dolphin,Common dolphin,alive,3683,5,"Donegal, EIRE",02/09/1931,2,02-Nov-90,Delphinus,*NA,NA,NA,NA,54.9739,NA,NA,NA,,,,NA,"Keadue Strand, Dungloe",-8.4283,M,ZK0048,9,S.Ireland,NA,NA,NA,Mr. J.F. Hewett.,1931/32,,Delphinus delphis,,32,NA,986,,delphis,23-Dec-08,1931,1931
6249,NA,19310902,ZK0048,NA,NA,NA,Common dolphin,Common dolphin,alive,3687,5,"Donegal, EIRE",02/09/1931,2,02-Nov-90,Delphinus,*NA,NA,NA,NA,54.9739,NA,NA,NA,,,,NA,"Keadue Strand, Dungloe",-8.4283,M,ZK0048,9,S.Ireland,NA,NA,NA,Mr. J.F. Hewett.,1931/32,,Delphinus delphis,,32,NA,990,,delphis,23-Dec-08,1931,1931
6251,NA,19310902,ZK0048,NA,NA,NA,Common dolphin,Common dolphin,alive,3689,5,"Donegal, EIRE",02/09/1931,2,02-Nov-90,Delphinus,*NA,NA,NA,NA,54.9739,NA,NA,NA,,,,NA,"Keadue Strand, Dungloe",-8.4283,M,ZK0048,9,S.Ireland,NA,NA,NA,Mr. J.F. Hewett.,1931/32,,Delphinus delphis,,32,NA,992,,delphis,23-Dec-08,1931,1931
6252,NA,19310902,ZK0048,NA,NA,NA,Common dolphin,Common dolphin,alive,3690,5,"Donegal, EIRE",02/09/1931,2,02-Nov-90,Delphinus,*NA,NA,NA,NA,54.9739,NA,NA,NA,,,,NA,"Keadue Strand, Dungloe",-8.4283,M,ZK0048,9,S.Ireland,NA,NA,NA,Mr. J.F. Hewett.,1931/32,,Delphinus delphis,,32,NA,993,,delphis,23-Dec-08,1931,1931
6254,NA,19310902,ZK0048,NA,NA,NA,Common dolphin,Common dolphin,alive,3692,5,"Donegal, EIRE",02/09/1931,2,02-Nov-90,Delphinus,*NA,NA,NA,NA,54.9739,NA,NA,NA,,,,NA,"Keadue Strand, Dungloe",-8.4283,M,ZK0048,9,S.Ireland,NA,NA,NA,Mr. J.F. Hewett.,1931/32,,Delphinus delphis,,32,NA,995,,delphis,23-Dec-08,1931,1931
6255,NA,19310902,ZK0048,NA,NA,NA,Common dolphin,Common dolphin,alive,3693,5,"Donegal, EIRE",02/09/1931,2,02-Nov-90,Delphinus,*NA,NA,NA,NA,54.9739,NA,NA,NA,,,,NA,"Keadue Strand, Dungloe",-8.4283,M,ZK0048,9,S.Ireland,NA,NA,NA,Mr. J.F. Hewett.,1931/32,,Delphinus delphis,,32,NA,996,,delphis,23-Dec-08,1931,1931
6256,NA,19310902,ZK0048,NA,NA,NA,Common dolphin,Common dolphin,alive,3694,5,"Donegal, EIRE",02/09/1931,2,02-Nov-90,Delphinus,*NA,NA,NA,NA,54.9739,NA,NA,NA,,,,NA,"Keadue Strand, Dungloe",-8.4283,M,ZK0048,9,S.Ireland,NA,NA,NA,Mr. J.F. Hewett.,1931/32,,Delphinus delphis,,32,NA,997,,delphis,23-Dec-08,1931,1931
6259,NA,19310902,ZK0048,NA,NA,NA,Common dolphin,Common dolphin,alive,3697,5,"Donegal, EIRE",02/09/1931,2,02-Nov-90,Delphinus,*NA,NA,NA,NA,54.9739,NA,NA,NA,,,,NA,"Keadue Strand, Dungloe",-8.4283,M,ZK0048,9,S.Ireland,NA,NA,NA,Mr. J.F. Hewett.,1931/32,,Delphinus delphis,,32,NA,1000,,delphis,23-Dec-08,1931,1931
6263,NA,19310902,ZK0048,NA,NA,NA,Common dolphin,Common dolphin,alive,3701,5,"Donegal, EIRE",02/09/1931,2,02-Nov-90,Delphinus,*NA,NA,NA,NA,54.9739,NA,NA,NA,,,,NA,"Keadue Strand, Dungloe",-8.4283,M,ZK0048,9,S.Ireland,NA,NA,NA,Mr. J.F. Hewett.,1931/32,,Delphinus delphis,,32,NA,1004,,delphis,23-Dec-08,1931,1931
6272,NA,19311031,ZK0079,NA,NA,NA,Long-finned Pilot Whale,Long-finned pilot whale,NA,1135,2,"Shetland Islands, Scotland",31/10/1931,31,02-Nov-90,Globicephala,NA,HU513912,NA,NA,60.6013,No,2.01,6'7'',,,,NA,Mid Yell,-1.0637,S,ZK0079,10,NA,NA,NA,NA,NA,1931/36,,Globicephala melas,,36,F,1013,,melaena,23-Dec-08,1931,1931
6145,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3652,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,886,,acutus,23-Dec-08,1929,1929
6287,NA,19320118,ZK0135?,NA,NA,NA,Fin Whale,Fin whale,NA,2637,3,"Pembrokeshire, Wales",18/01/1932,18,02-Nov-90,Balaenoptera,NA,SN135006,part skull,NA,51.674,No,10.67,35',,,,NA,Tenby,-4.6975,S,ZK0135?,1,NA,NA,NA,NA,NA,1932/3,,Balaenoptera physalus,,3,NA,1028,,physalus?,23-Dec-08,1932,1932
6146,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3653,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,887,,acutus,23-Dec-08,1929,1929
6291,NA,19320203,ZK0120,NA,NA,NA,Cuvier's Beaked Whale,Cuvier's Beaked whale,NA,578,2,"Inverness, Scotland",03/02/1932,3,02-Nov-90,Ziphius,NA,NF813709,skull,NA,57.6154,No,6.4,21',,,,NA,"North Uist, Outer Hebrides",-7.3392,S,ZK0120,2,NA,NA,NA,NA,NA,1932/8,,Ziphius cavirostris,,8,M,1032,,cavirostris,23-Dec-08,1932,1932
6153,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3660,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,894,,acutus,23-Dec-08,1929,1929
6294,NA,19320316,ZK0048,NA,NA,NA,Common dolphin,Common dolphin,NA,760,1,Cornwall,16/03/1932,16,02-Nov-90,Delphinus,NA,SW877355,NA,NA,50.1818,No,2.03,6'8'',,,,NA,Portscatho,-4.9741,S,ZK0048,3,NA,NA,NA,NA,NA,1932/10,,Delphinus delphis,,10,NA,1035,,delphis,23-Dec-08,1932,1932
6154,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3661,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,895,,acutus,23-Dec-08,1929,1929
6299,NA,19320407,ZK0085,NA,NA,NA,Common Porpoise,Harbour porpoise,NA,1981,1,Cornwall,07/04/1932,7,02-Nov-90,Phocoena,NA,SW652455,NA,NA,50.2629,No,1.22,4',,,,NA,Portreath,-5.2946,S,ZK0085,4,NA,NA,NA,NA,NA,1932/17,,Phocoena phocoena,,17,NA,1040,,phocoena,23-Dec-08,1932,1932
6157,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3664,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,898,,acutus,23-Dec-08,1929,1929
6302,NA,19320509,ZK0132,NA,NA,NA,"Lesser Rorqual. Estimated lat= 49 degrees 27' 28''N, 002 degrees 34'  47''W. (DKP).",Minke whale,NA,367,6,"Guernsey, Channel Islands",09/05/1932,9,02-Nov-90,Balaenoptera,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,S,ZK0132,5,NA,NA,NA,NA,NA,1932/21,,Balaenoptera acutorostrata,,21,F,1043,,acutorostrata,23-Dec-08,1932,1932
6166,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3673,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,907,,acutus,23-Dec-08,1929,1929
6308,NA,19320622,ZK0132,NA,NA,NA,Lesser Rorqual,Minke whale,NA,368,1,Durham,22/06/1932,22,02-Nov-90,Balaenoptera,NA,NZ468396,NA,NA,54.7497,No,9.14,30',,,,NA,"Blackhall Rocks, West Hartlepool",-1.2734,S,ZK0132,6,NA,NA,NA,NA,NA,1932/27,,Balaenoptera acutorostrata,,27,NA,1049,,acutorostrata,23-Dec-08,1932,1932
6170,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3677,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,911,,acutus,23-Dec-08,1929,1929
6309,NA,19320629,ZK0113,NA,NA,NA,Sowerby's Beaked Whale,Sowerby's Beaked whale,NA,510,2,"Inverness-shire, Scotland",29/06/1932,29,02-Nov-90,Mesoplodon,NA,NH679474,entire on arrival,NA,57.4977,No,4.72,15'6'',,,,NA,Inverness,-4.2051,S,ZK0113,6,NA,NA,NA,NA,NA,1932/28,,Mesoplodon bidens,,28,F,1050,,bidens,23-Dec-08,1932,1932
6171,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3678,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,912,,acutus,23-Dec-08,1929,1929
6310,NA,19320711,ZK0127,NA,NA,NA,Unidentified Odontocetes,Unknown odontocete  ,NA,1649,1,Kent,11/07/1932,11,02-Nov-90,odontocete,BMNH PJC,TR36874424,NA,NA,51.14779806,NA,NA,NA,,,,NA,St Margarets at Cliffe,1.387192639,S,ZK0040,7,NA,NA,NA,63687014424,NA,1932/29,,Unknown odontocete ,,29,NA,1051,,sp.indet.,23-Dec-08,1932,1932
6176,NA,19290928,ZK0085,NA,NA,NA,Common Porpoise,Harbour porpoise,NA,1958,3,"Carnarvon, Wales",28/09/1929,28,02-Nov-90,Phocoena,NA,SH572382,NA,NA,52.9224,No,1.27,4'2'',,,,NA,Portmadoc,-4.1253,S,ZK0085,9,NA,NA,NA,NA,NA,1929/28,,Phocoena phocoena,,28,NA,917,,phocoena,23-Dec-08,1929,1929
5312,NA,19130213,ZK0120,NA,NA,NA,a)Cuvier's Beaked Whale b)E=-1014900m N=6685600m,Cuvier's Beaked whale,dead,566,5,"Cork, EIRE",13/02/1913,13,02-Nov-90,Ziphius,*BMNH LEJ,W224280,"skull, skeleton",NA,51.4995,No,7.92,26'0'',,,,NA,Unionhall (Tralong beach),-9.1175,S,ZK0120,2,S.Ireland,NA,NA,NA,NA,1913/1,,Ziphius cavirostris,,1,F,53,,cavirostris,23-Dec-08,1913,1913
6177,NA,19290928,ZK0085,NA,NA,NA,Common Porpoise,Harbour porpoise,NA,1959,1,Sussex,28/09/1929,28,02-Nov-90,Phocoena,NA,TQ747070,NA,NA,50.8367,No,1.73,5'8'',,,,NA,Bexhill,0.4805,S,ZK0085,9,NA,NA,NA,NA,NA,1929/29,,Phocoena phocoena,,29,F,918,,phocoena,23-Dec-08,1929,1929
5317,NA,19130708,ZK0135,NA,NA,NA,Fin Whale,Fin whale,dead,2609,2,"Caithness, Scotland",08/07/1913,8,02-Nov-90,Balaenoptera,BMNH DKP,ND20307680,NA,NA,58.67203558,No,21.03,69'0'',,,,NA,Dunnet Head,-3.374386965,S,ZK0135,7,NA,NA,NA,32030097680,NA,1913/6,,Balaenoptera physalus,,6,NA,58,,physalus,23-Dec-08,1913,1913
6180,NA,19291024,ZK0085,NA,NA,NA,Common Porpoise,Harbour porpoise,NA,1960,3,"Carnarvon, Wales",24/10/1929,24,02-Nov-90,Phocoena,NA,SH383342,NA,NA,52.8814,Yes,0.91,3',,,,NA,Pwllheli,-4.4036,S,ZK0085,10,NA,NA,NA,NA,NA,1929/32,,Phocoena phocoena,,32,NA,921,,phocoena,23-Dec-08,1929,1929
5327,NA,19130811,ZK0085,NA,NA,NA,Common Porpoise  Printout gives Mass,Harbour porpoise,NA,1811,1,Yorkshire,11/08/1913,11,02-Nov-90,Phocoena,BMNH DKP,NZ59502560,NA,NA,54.62191569,NA,NA,NA,,,,NA,Coatham,-1.078397772,S,ZK0085,8,NA,NA,NA,45950052560,NA,1913/16,,Phocoena phocoena,,16,NA,68,,phocoena,23-Dec-08,1913,1913
6184,NA,19291223,ZK0135,NA,NA,NA,Fin Whale,Fin whale,NA,2635,1,Cornwall,23/12/1929,23,02-Nov-90,Balaenoptera,NA,SX258512,"baleen, + flipper",NA,50.3356,No,16.36,53'8'',,,,NA,Looe Island,-4.4484,S,ZK0135,12,NA,NA,NA,NA,NA,1929/36,,Balaenoptera physalus,,36,M,925,,physalus,23-Dec-08,1929,1929
5332,NA,19130828,ZK0085,NA,NA,NA,Common Porpoise,Harbour porpoise,NA,1812,2,"Shetland Isles, Scotland",28/08/1913,28,02-Nov-90,Phocoena,BMNH DKP,HU21707400,NA,NA,60.44977781,No,1.07,3'6'',,,,NA,Fair Isle,-1.605549405,S,ZK0085,8,NA,NA,NA,42170117400,NA,1913/22,,Phocoena phocoena,,22,NA,73,,phocoena,23-Dec-08,1913,1913
6185,NA,19300107,ZK0085,NA,NA,NA,Common Porpoise,Harbour porpoise,NA,1962,1,Sussex,07/01/1930,7,02-Nov-90,Phocoena,NA,TQ920160,NA,NA,50.9119,NA,NA,NA,,,,NA,Winchelsea,0.7303,S,ZK0085,1,NA,NA,NA,NA,NA,1930/1,,Phocoena phocoena,,1,NA,926,,phocoena,23-Dec-08,1930,1930
5335,NA,19130907,ZK0149,NA,NA,NA,Unidentified Cetaceans,NA,decayed,2889,1,Norfolk,07/09/1913,7,02-Nov-90,cetacean,BMNH DKP,TG43702720,NA,NA,52.78691229,No,1.52,5'0'',,,,NA,Palling,1.61455665,S,ZK0039,9,NA,NA,NA,64370032720,NA,1913/25,,NA,,25,NA,76,,sp.indet.,23-Dec-08,1913,1913
6198,NA,19300524,ZK0127,NA,NA,NA,Unidentified Odontocetes,Unknown odontocete  ,NA,1630,1,Kent,24/05/1930,24,02-Nov-90,odontocete,BMNH PJC,TQ97767316,NA,NA,51.4224038,NA,NA,NA,,,,NA,Sheppey,0.844749486,S,ZK0040,5,NA,NA,NA,59776017316,NA,1930/14,,Unknown odontocete ,,14,NA,939,,sp.indet.,23-Dec-08,1930,1930
5341,NA,19130918,ZK0127,NA,NA,NA,Unidentified Odontocetes,Unknown odontocete  ,decayed,1548,1,Lincolnshire,18/09/1913,18,02-Nov-90,odontocete,BMNH DKP,TF43509950,NA,NA,53.47239305,NA,NA,NA,,,,NA,Donnanook,0.162296952,S,ZK0040,9,NA,NA,NA,54350039950,NA,1913/31,,Unknown odontocete ,,31,NA,82,,sp.indet.,23-Dec-08,1913,1913
6206,NA,19300816,ZK0127,NA,NA,NA,Unidentified Odontocetes,Unknown odontocete  ,NA,1633,2,"Shetland Islands, Scotland",16/08/1930,16,02-Nov-90,odontocete,NA,HZ217741,NA,NA,59.5525,NA,NA,NA,,,,NA,Fair Isle,-1.6163,S,ZK0040,8,NA,NA,NA,NA,NA,1930/23,,Unknown odontocete ,,23,NA,947,,sp.indet.,23-Dec-08,1930,1930
6144,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3651,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,885,,acutus,23-Dec-08,1929,1929
5342,NA,19130919,ZK0127,NA,NA,NA,Unidentified Odontocetes,Unknown odontocete  ,decayed,1549,1,Northumberland,19/09/1913,19,02-Nov-90,odontocete,BMNH DKP,NU24402330,NA,NA,55.50285538,NA,NA,NA,,,,NA,"Embleton, 600yds N. of Beadnell Point",-1.613678014,S,ZK0040,9,NA,NA,NA,42440062330,NA,1913/32,,Unknown odontocete ,,32,NA,83,,sp.indet.,23-Dec-08,1913,1913
6209,NA,19301027,ZK0127,NA,NA,NA,Unidentified Odontocetes,Unknown odontocete  ,NA,1634,1,Norfolk,27/10/1930,27,02-Nov-90,odontocete,NA,TF672413,NA,NA,52.9436,No,3.05,10',,,,NA,Hunstanton,0.4872,S,ZK0040,10,NA,NA,NA,NA,NA,1930/26,,Unknown odontocete ,,26,NA,950,,sp.indet.,23-Dec-08,1930,1930
6147,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3654,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,888,,acutus,23-Dec-08,1929,1929
5349,NA,19130929,ZK0127,NA,NA,NA,Unidentified Odontocetes. Grid ref. chosen for Saltfleet not          Mablethorpe (DKP).,Unknown odontocete  ,decayed,1551,1,Lincolnshire,29/09/1913,29,02-Nov-90,odontocete,BMNH DKP,TF46509370,NA,NA,53.41946619,No,1.68,5'6'',,,,NA,Mablethorpe (Saltfleet),0.20476473,S,ZK0040,9,NA,NA,NA,54650039370,NA,1913/39,,Unknown odontocete ,,39,NA,90,,sp.indet.,23-Dec-08,1913,1913
6215,NA,19310225,ZK0085?,NA,NA,NA,Common Porpoise,Harbour porpoise,NA,1969,1,Cornwall,25/02/1931,25,02-Nov-90,Phocoena,NA,SW754551,NA,NA,50.3534,No,1.52,5',,,,NA,Perranporth,-5.1584,S,ZK0085?,2,NA,NA,NA,NA,NA,1931/7,,Phocoena phocoena,,7,NA,956,,phocoena?,23-Dec-08,1931,1931
6149,NA,19290827,ZK0058,NA,NA,NA,White-sided Dolphin,White-sided dolphin,NA,3656,2,"Shetland Islands, Scotland",27/08/1929,27,02-Nov-90,Lagenorhynchus,NA,HU385494,NA,NA,60.2271,NA,NA,NA,,,,NA,Weisdale Voe,-1.3061,M,ZK0058,8,NA,NA,NA,NA,NA,1929/25,,Lagenorhynchus acutus,,25,NA,890,,acutus,23-Dec-08,1929,1929
5355,NA,19131002,ZK0127,NA,NA,NA,Unidentified Odontocetes,NA,"dead, good",1555,1,Lincolnshire,02/10/1913,2,02-Nov-90,odontocete,BMNH DKP,TF51008540,NA,NA,53.34364192,No,1.52,5'0'',,,,NA,Mablethorpe,0.268462387,S,ZK0040,10,NA,NA,NA,55100038540,NA,1913/45,,NA,,45,NA,96,,sp.indet.,23-Dec-08,1913,1913
